communityName,state,countyCode,communityCode,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,medIncome,PctPopUnderPov,PctNotHSGrad,PctUnemployed,PctEmploy,PctForeignBorn,PolicPerPop,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
LowerSalfordtownship,PA,91,45096,10735,1.7,96.67,1.15,1.02,45262,3.81,17.77,1.97,74.11,2.03,,,0,0,2,18.32,0,0,22,201.52,20,183.2,103,943.48,6,54.96,1,9.16,219.84,1190.8
Oceansidecity,CA,,,128398,7.89,74.72,6.09,22.57,33453,10.07,18.79,6.82,60.96,15.65,125.2,120982,18,12.25,66,44.91,446,303.48,969,659.35,2007,1365.64,3527,2399.91,1974,1343.19,66,44.91,1019.98,5153.64
ForrestCitycity,AR,,,13364,56.66,42.52,0.51,0.7,13704,41.55,38.35,15.94,45.35,0.61,,,0,0,11,81.43,39,288.7,128,947.52,268,1983.86,1030,7624.55,71,525.58,5,37.01,1317.64,10171
Shawneecity,OK,,,26017,3.41,82.62,0.77,1.96,19002,21.21,30.55,9.12,50.99,1.08,,,0,0,16,57.04,14,49.91,93,331.55,380,1354.72,1021,3639.93,83,295.9,14,49.91,438.5,5340.46
Tracycity,CA,,,33558,2.55,86.25,4.62,24.27,40256,7.39,22.94,7.28,66.15,9.95,,,0,0,8,17.79,27,60.05,279,620.54,362,805.14,1433,3187.21,195,433.71,11,24.47,698.38,4450.52
UniversityCitycity,MO,,,40087,48.23,49.09,2.2,1.11,32150,12.77,16.42,6.44,64.91,6.26,,,5,12.16,16,38.9,131,318.48,110,267.43,622,1512.17,1479,3595.65,264,641.82,25,60.78,636.96,5810.42
Boonetown,NC,,,12915,4.66,94.22,0.77,0.67,13109,40.99,21.37,7.7,47.67,1.55,,,0,0,1,7.16,1,7.16,19,136,55,393.67,341,2440.77,9,64.42,0,0,150.31,2898.86
Lawrencecity,MA,9,34550,70207,6.4,64.98,1.93,41.64,22183,27.51,43.01,14.99,51.33,20.9,208,105318.4,3,4.73,33,52,387,609.82,925,1457.59,1464,2306.93,,,,,69,108.73,2124.14,
Middletowncity,NY,71,47042,24160,11.11,82.17,1.42,13.32,30194,13.83,29.73,6.63,62.12,10,,,0,0,17,68.68,41,165.65,62,250.49,264,1066.62,984,3975.6,42,169.69,8,32.32,484.83,5244.23
Eulesscity,TX,,,38149,4.61,86.47,5.12,7.86,34950,5.4,13.79,4.14,79.03,7.75,,,3,7.37,9,22.1,31,76.14,63,154.73,383,940.69,1204,2957.14,153,375.78,17,41.75,260.35,4315.36
SanDiegocity,CA,,,1110549,9.39,67.12,11.79,20.67,33686,13.38,17.74,5.72,65.09,20.9,118.2,154508,133,11.49,396,34.2,4651,401.72,8283,715.43,14583,1259.58,37862,3270.25,19319,1668.64,245,21.16,1162.84,6219.62
Marshallcity,MO,,,12711,7.88,91.09,0.32,1.01,21496,13.58,33.6,5.42,56.92,0.34,,,0,0,3,23.95,2,15.97,0,0,39,311.4,196,1565,2,15.97,0,0,39.92,1892.37
Logantownship,PA,13,44328,12381,0.9,98.61,0.34,0.36,25500,7.47,22.95,6.24,54.45,1.32,,,0,0,3,23.83,4,31.77,12,95.31,42,333.57,255,2025.26,7,55.6,1,7.94,150.9,2422.37
Grandviewcity,MO,,,24967,16.95,80.88,0.94,1.53,32779,6.69,14.66,4.98,72.75,1.87,,,0,0,5,19.54,55,214.89,47,183.64,296,1156.52,445,1738.69,137,535.28,5,19.54,418.07,3450.03
SanAntoniocity,TX,,,935933,7.04,72.24,1.14,55.59,23584,22.64,30.87,8.92,58.48,9.35,157.6,88047.4,220,22,553,55.31,2979,297.93,2973,297.33,17866,1786.78,61284,6129.01,11796,1179.72,958,95.81,672.57,9191.32
Chicagocity,IL,31,14000,2783726,39.07,45.39,3.74,19.61,26301,21.62,33.95,11.32,56.5,16.85,430.5,360641.59,845,30.73,,,35189,1279.69,39753,1445.66,45670,1660.84,121314,4411.72,40438,1470.57,1676,60.95,,7604.09
GrandHavencity,MI,139,33340,11951,0.49,97.62,0.73,1.21,28989,9.61,19.81,5.59,58.54,2.37,,,0,0,,,1,7.74,26,201.11,83,642.02,665,5143.87,13,100.56,2,15.47,,5901.92
Plainfieldtown,CT,15,59980,14363,0.46,98.31,0.55,1.48,34588,6.76,31.09,7.86,64.6,3.17,,,0,0,1,6.88,4,27.54,12,82.61,59,406.17,96,660.88,23,158.34,2,13.77,117.03,1239.16
SantaRosacity,CA,,,113313,1.79,89.37,3.36,9.47,35237,8.3,14.3,4.62,62.12,9.79,109.7,116546.2,7,5.95,102,86.77,197,167.59,326,277.33,1545,1314.33,5011,4262.87,508,432.16,58,49.34,537.64,6058.7
Placentiacity,CA,,,41259,1.85,76.18,8.19,24.66,50945,7.74,18.32,4.31,72.01,19.14,,,3,6.94,4,9.26,44,101.81,93,215.19,309,714.98,773,1788.61,248,573.83,35,80.98,333.19,3158.41
Brookfieldcity,WI,133,10025,35184,0.39,96.87,2.44,0.74,57132,1.15,8.98,2.25,65.15,6,,,0,0,2,5.39,11,29.64,53,142.81,207,557.79,1142,3077.25,70,188.62,0,0,177.84,3823.66
DeWitttownship,MI,37,22140,10448,0.85,95.76,0.55,3.43,35828,6.52,15.44,4.53,68.21,1.26,,,0,0,,,6,55.9,9,83.85,49,456.49,210,1956.4,8,74.53,2,18.63,,2506.06
LaMarquecity,TX,,,14120,31.19,64.23,0.59,10.18,27914,15.47,27.01,9.79,56.06,2.86,,,4,26.56,7,46.48,16,106.23,24,159.35,191,1268.18,455,3021.05,65,431.58,1,6.64,338.62,4727.44
EastChicagocity,IN,,,33892,33.57,38.01,0.23,47.79,19391,25.56,42.26,14.24,46.86,11.56,310.2,113114.8,7,21.29,25,76.03,146,444.03,668,2031.57,639,1943.37,1161,3530.91,492,1496.3,4,12.17,2572.91,6982.76
Texarkanacity,TX,,,31656,35.89,62.97,0.45,1.12,21745,21.82,29.84,8.24,52.61,0.8,,,4,12.1,28,84.67,102,308.43,345,1043.21,601,1817.3,1970,5956.88,174,526.14,20,60.48,1448.4,8360.8
BuenaParkcity,CA,,,68784,2.54,70.89,14.45,24.54,41435,8.03,23.34,5.7,67.6,22.65,,,7,9.58,19,26.01,203,277.95,188,257.41,994,1360.97,2100,2875.29,949,1299.36,14,19.17,570.95,5554.79
NorthMankatocity,MN,103,47068,10164,0.22,98.39,0.85,1.02,32073,6.33,11.49,3.17,74.54,0.82,,,0,0,,,0,0,2,17.39,15,130.41,287,2495.22,9,78.25,1,8.69,,2712.57
PuntaGordacity,FL,,,10747,5.87,93.39,0.36,1.59,34158,8.43,15.38,3.93,32.16,4.93,1530.2,655695.81,1,8.14,1,8.14,21,170.93,28,227.9,73,594.17,332,2702.26,15,122.09,0,0,415.11,3418.53
Oskaloosacity,IA,123,93218,10632,0.37,97.96,1.37,0.66,21568,16.42,24.6,6.76,56.1,1.22,,,0,0,8,71.96,0,0,10,89.94,38,341.79,164,1475.09,10,89.94,,,161.9,
EaglePasscity,TX,,,20651,0.09,56.64,0.32,95.29,13060,46.12,58.71,19.01,42.76,36.45,,,2,7.88,1,3.94,15,59.07,163,641.86,371,1460.92,1943,7651.11,107,421.34,6,23.63,712.74,9557
Richmondcity,VA,760,67000,203056,55.22,43.35,0.88,0.93,23551,20.89,31.91,6.43,58.44,1.83,318,156498,122,60.06,174,85.66,1578,776.83,1411,694.62,5081,2501.32,11571,5696.27,2215,1090.42,170,83.69,1617.17,9371.69
Uniontownship,NJ,39,74480,50024,9.38,86.51,3.35,4.48,42665,3.89,25.17,4.56,61.39,14.78,222.1,218780,1,1.95,8,15.59,140,272.74,61,118.84,408,794.84,1515,2951.43,782,1523.45,9,17.53,409.11,5287.25
Woodburycity,MN,163,71428,20075,1.63,94.57,3.08,1.72,51014,2.52,4.85,3.5,78.25,3.84,,,0,0,,,4,13.59,13,44.18,205,696.62,693,2354.9,28,95.15,9,30.58,,3177.25
Westlandcity,MI,163,86000,84724,3.34,94.66,0.98,1.88,34995,7.11,24.31,6.26,65.59,4.38,,,4,4.67,,,96,112.02,343,400.25,666,777.17,2692,3141.34,494,576.46,48,56.01,,4550.97
MountPleasanttown,WI,101,54875,20084,4.87,92.81,0.8,3.73,38920,4.52,20.43,4.04,64.63,3.45,,,1,4.59,6,27.52,22,100.9,17,77.97,148,678.77,559,2563.75,38,174.28,2,9.17,210.97,3425.98
PortNechescity,TX,,,12974,0.3,97.43,0.99,3.24,36171,7.5,15.38,5.84,59.54,1.82,,,1,7.27,3,21.82,5,36.37,39,283.7,112,814.72,348,2531.46,41,298.25,4,29.1,349.17,3673.53
GoldenValleycity,MN,53,24308,20971,2.68,94.71,2.08,0.97,46212,4.26,7.23,2.91,67.08,5.38,,,0,0,,,9,43.21,9,43.21,139,667.34,440,2112.44,51,244.85,5,24,,3048.63
SouthWhitehalltownship,PA,77,72632,18261,0.7,97.24,1.88,1,43968,1.79,20.14,2.65,59.13,5.83,,,0,0,2,10.77,8,43.08,11,59.23,81,436.14,720,3876.8,28,150.76,4,21.54,113.07,4485.25
Duartecity,CA,,,20688,8.94,61.47,11.68,34.61,37695,7.82,26.61,6.41,61.87,27.66,,,1,4.43,8,35.45,42,186.12,128,567.23,195,864.13,324,1435.79,187,828.68,2,8.86,793.23,3137.46
Canyoncity,TX,,,11365,2.51,90.8,1.85,9.22,23184,17.28,14.6,5.8,64.3,2.96,,,0,0,2,16.7,0,0,6,50.1,37,308.93,186,1552.98,7,58.45,1,8.35,66.79,1928.7
WestColumbiacity,SC,,,10588,17.94,80.92,0.73,0.6,23038,14.65,28.8,4.18,65.24,1.13,,,1,8.25,10,82.51,62,511.55,156,1287.13,271,2235.97,1003,8275.58,69,569.31,3,24.75,1889.44,11105.61
Livingstontownship,NJ,13,40890,26609,1.08,89.25,9.32,1.86,74401,1.36,9.13,2.55,68.42,15.42,,,0,0,0,0,4,14.81,19,70.34,73,270.27,706,2613.85,154,570.16,1,3.7,85.15,3457.98
Warringtontownship,PA,17,81048,12169,2.01,95.99,1.73,1.15,47284,2.23,10.18,3.88,73.07,4.15,,,0,0,0,0,1,8.08,6,48.48,58,468.61,177,1430.07,21,169.67,5,40.4,56.56,2108.75
PleasantGrovecity,UT,,,13476,0.08,98.09,0.45,2.45,31633,8.47,13.93,5.59,63.71,1.38,,,0,0,9,42.31,3,14.1,10,47.01,111,521.86,426,2002.82,40,188.06,0,0,103.43,2712.74
BoulderCitycity,NV,,,12567,0.63,97.12,0.93,3.7,34255,6.48,17.2,4.72,51.69,3.18,,,1,7.27,0,0,2,14.55,38,276.42,108,785.63,241,1753.11,41,298.25,6,43.65,298.25,2880.63
Syracusecity,NY,67,73000,163860,20.33,74.98,2.17,2.89,21242,22.7,28.84,8.17,54.12,6.45,280.7,189852.3,18,11.28,79,49.5,561,351.5,703,440.47,2824,1769.39,6358,3983.63,572,358.39,116,72.68,852.74,6184.09
Cupertinocity,CA,,,40263,0.91,74.44,23.01,4.93,64587,3.16,5.48,2.75,72.64,22.15,,,1,2.33,6,13.98,43,100.22,100,233.07,421,981.24,1148,2675.68,97,226.08,16,37.29,349.61,3920.29
Turlockcity,CA,,,42198,1.18,82.52,4.37,20.97,27293,13.23,30.39,8.77,57.77,18.82,,,2,4.29,24,51.51,68,145.94,301,646.02,833,1787.82,2165,4646.62,505,1083.85,53,113.75,847.77,7632.05
Passaiccity,NJ,31,56550,58041,20.6,45.32,7.05,50.01,26669,17.02,44.38,10.94,60.74,36.18,236.1,129494.3,3,5.33,17,30.18,382,678.12,204,362.14,583,1034.94,1864,3308.95,673,1194.7,5,8.88,1075.77,5547.47
FortAtkinsoncity,WI,55,26675,10227,0.13,98.47,0.66,1.22,28892,7.95,18.98,3.6,67.7,2.66,,,0,0,0,0,2,17.71,7,62,63,557.97,482,4268.89,9,79.71,4,35.43,79.71,4941.99
Concordcity,CA,,,111348,2.36,84.03,8.68,11.46,41675,6.69,11.93,4.58,70.43,14.13,128.9,101393.7,5,4.45,44,39.13,210,186.75,342,304.13,1604,1426.4,4845,4308.54,878,780.78,30,26.68,534.46,6542.41
Hartfordtown,CT,3,37070,139739,38.89,39.98,1.45,31.59,22140,27.51,40.56,10.73,54.05,15.34,356.7,204778,30,24.16,99,79.71,1243,1000.84,1470,1183.61,3628,2921.19,8824,7104.9,2633,2120.04,227,182.78,2288.32,12328.9
Cumrutownship,PA,11,17720,13142,1.15,97.12,1.45,1,37161,3.52,22.09,2.32,65.69,3.96,,,0,0,0,0,8,41.46,53,274.68,63,326.51,443,2295.93,24,124.38,0,0,316.14,2746.83
Danvillecity,KY,,,12420,15.61,83.75,0.43,0.54,21119,20.03,33.09,7.91,55.24,0.72,,,1,7.6,9,68.4,4,30.4,89,676.45,130,988.07,402,3055.41,28,212.81,1,7.6,782.85,4263.89
Auroracity,CO,,,222103,11.43,82.41,3.77,6.65,33214,7.43,9.7,4.71,74.15,5.64,157.7,112076.5,19,7.7,166,67.31,740,300.07,3532,1432.22,2909,1179.6,11512,4668.1,1489,603.79,119,48.25,1807.31,6499.74
Cheshiretown,CT,9,14160,25684,3.9,93.06,1.89,2.76,58250,2.23,11.06,3.53,63.75,5.03,,,0,0,1,3.85,4,15.38,3,11.54,123,472.99,398,1530.47,41,157.66,9,34.61,30.76,2195.73
Birminghamcity,MI,125,8640,19997,0.44,98.04,1.27,0.78,57573,2.3,4.2,3.02,68.76,5.65,,,0,0,,,11,53.35,12,58.2,70,339.49,546,2648.04,55,266.74,0,0,,3254.28
WestHempfieldtownship,PA,71,83152,12942,1.68,96.21,1.28,1.81,38527,7.54,21.33,2.54,72.68,2.08,,,1,7.6,4,30.39,1,7.6,15,113.96,30,227.93,180,1367.57,10,75.98,0,0,159.55,1671.48
NorthPalmBeachvillage,FL,,,11343,0.26,98.91,0.51,2.28,38464,3.86,10.3,2.95,49.31,6.76,,,0,0,1,8.96,12,107.53,17,152.33,153,1370.97,272,2437.28,26,232.97,3,26.88,268.82,4068.1
TwentyninePalms-MorongoValle,CA,71,93480,58362,5.91,87.33,2.25,8.92,21603,15.23,24.21,7.16,53.52,4.91,,,1,7.94,11,87.3,28,222.22,87,690.48,325,2579.37,358,2841.27,55,436.51,8,63.49,1007.94,5920.63
MountainBrookcity,AL,,,19810,0.19,99.04,0.65,0.61,65372,2.12,2.95,1.85,60.02,3.18,,,0,0,0,0,6,29.55,3,14.77,65,320.12,323,1590.74,17,83.72,,,44.32,
Stuttgartcity,AR,,,10420,30.12,69.31,0.21,0.35,20618,18.85,34.62,6.84,59.87,0.19,,,2,19.28,2,19.28,17,163.84,39,375.87,205,1975.71,470,4529.68,83,799.92,0,0,578.26,7305.32
Conwaycity,AR,,,26481,10.04,88.82,0.65,0.54,22291,16.93,23.73,7.02,58.69,1.15,,,1,2.91,8,23.27,25,72.73,58,168.73,188,546.91,1429,4157.09,75,218.18,4,11.64,267.64,4933.82
HazelParkcity,MI,125,37420,20051,0.36,96.46,1.4,1.39,26615,14.22,40.48,11.35,56.9,4.25,,,2,10.51,,,57,299.43,267,1402.61,198,1040.13,813,4270.86,180,945.58,17,89.3,,6345.87
Waterburytown,CT,9,80070,108961,12.97,79.55,0.72,13.38,30533,12.09,33.18,7.77,59.92,8.68,304.3,199513.41,20,19.32,39,37.67,288,278.2,239,230.87,1815,1753.23,4957,4788.31,1377,1330.14,12,11.59,566.06,7883.27
Westwoodborough,NJ,3,80270,10446,6.59,89.35,3.51,3.09,46866,2.34,17.02,3.65,66.14,11.69,,,0,0,3,28.97,3,28.97,3,28.97,38,366.9,171,1651.06,4,38.62,0,0,86.9,2056.58
Caledoniatown,WI,101,11950,20999,1.38,96.8,0.81,2.13,43244,3.51,17.41,4.44,69.72,3.25,,,0,0,1,4.39,5,21.97,5,21.97,77,338.28,296,1300.41,38,166.94,3,13.18,48.33,1818.82
Watertowntown,CT,5,80490,20456,0.74,98.12,0.79,1.2,45763,3.08,23.77,5.12,68.57,8.86,,,0,0,0,0,5,23.83,38,181.14,103,490.99,477,2273.81,69,328.92,0,0,204.98,3093.72
Aikencity,SC,,,19872,30.86,68.03,0.64,0.86,33273,15.69,20.62,4.96,56.88,1.45,,,2,8,9,36.01,4,16.01,111,444.18,263,1052.42,889,3557.42,85,340.14,2,8,504.2,4957.98
Saralandcity,AL,,,11751,6.71,92.23,0.18,0.49,30147,7.2,26.99,4.43,58.87,0.62,,,1,8.11,1,8.11,9,72.98,184,1492.05,120,973.08,586,4751.87,45,364.9,,,1581.25,
Walltownship,NJ,25,76460,20244,0.57,98.37,0.85,1.05,46301,2.09,15.89,4.45,65.6,3.44,,,0,0,0,0,7,33.05,10,47.21,107,505.17,326,1539.12,11,51.93,2,9.44,80.26,2105.66
Rocklincity,CA,,,19033,0.75,93.6,2.64,7,40417,5.61,10.74,4.44,68.77,4.57,,,1,3.8,7,26.57,8,30.36,29,110.06,177,671.75,468,1776.16,70,265.66,3,11.39,170.78,2724.96
Albanycity,OR,,,29462,0.34,96.13,1.28,3.01,24474,14.66,18.95,6.9,59.71,1.98,,,0,0,23,71.1,26,80.37,27,83.46,336,1038.61,2263,6995.15,162,500.76,36,111.28,234.92,8645.79
Mentorcity,OH,85,49056,47358,0.34,98.58,0.91,0.61,42095,2.87,14.04,3.86,68.96,2.74,,,0,0,6,11.93,15,29.83,19,37.79,178,354.03,1126,2239.55,118,234.7,5,9.94,79.56,2838.22
Millvillecity,NJ,11,46680,25992,8.44,86.65,0.6,7.59,31266,11.53,30.16,6.41,61.39,3.32,,,2,7.5,28,105.01,69,258.77,155,581.29,414,1552.6,907,3401.46,77,288.77,17,63.75,952.56,5306.58
Tacomacity,WA,,,176664,11.38,78.14,6.91,3.78,25333,16.79,20.74,7.19,57.25,7.71,124.1,149451.09,31,16.66,191,102.65,1015,545.48,2204,1184.47,3915,2104,11355,6102.41,2335,1254.88,160,85.99,1849.26,9547.28
Hollistontown,MA,17,30700,12926,1.02,97.75,0.95,1.18,58018,0.64,6.28,5.24,73.37,4.04,,,0,0,0,0,0,0,8,59.7,23,171.64,83,619.4,4,29.85,0,0,59.7,820.9
Jonesborocity,AR,,,46535,7.95,90.77,0.82,0.53,23318,16.45,26.75,5.1,63,1.09,,,2,3.93,29,57.04,74,145.55,186,365.83,793,1559.7,1743,3428.2,131,257.66,10,19.67,572.35,5265.23
Lauderhillcity,FL,,,49708,38.54,58.59,1.49,6.79,26722,10.32,20.82,5.55,58.33,20.62,,,5,9.47,32,60.59,192,363.52,388,734.61,787,1490.05,1765,3341.73,610,1154.93,14,26.51,1168.18,6013.22
Hampdentownship,PA,41,32296,20384,0.46,96.45,2.7,0.71,44250,2.06,9.55,2.13,70.85,3.58,,,0,0,1,4.82,3,14.47,32,154.34,57,274.92,400,1929.29,18,86.82,1,4.82,173.64,2295.86
Minotcity,ND,101,53380,34544,1.1,95.81,0.76,0.78,23727,14.25,18.45,5.63,62.47,2.2,,,0,0,15,42.23,5,14.08,17,47.86,185,520.86,1206,3395.46,56,157.67,9,25.34,104.17,4099.33
Jaspercity,AL,,,13553,14.59,84.78,0.41,0.42,22476,16.4,35.13,5.48,49.28,0.7,,,0,0,3,21.49,20,143.26,157,1124.56,170,1217.68,722,5171.55,74,530.05,5,35.81,1289.31,6955.09
WestDesMoinescity,IA,,,31702,1.34,96.33,1.56,1.93,41045,3.31,5.25,2.84,73.31,1.7,,,0,0,5,13.36,6,16.04,44,117.6,210,561.29,1016,2715.56,44,117.6,,,147,
Somervilleborough,NJ,35,68460,11632,11.95,81.1,3.83,8.09,39667,5.73,21.7,5.46,65.79,11.44,,,0,0,5,40.8,13,106.07,9,73.43,75,611.95,467,3810.38,26,212.14,3,24.48,220.3,4658.94
Willmarcity,MN,67,70420,17531,0.35,96.04,0.26,6.87,22279,18.15,24.73,5.23,59.72,1.46,,,1,5.36,,,7,37.49,44,235.66,118,632,817,4375.77,30,160.68,6,32.14,,5200.58
Englewoodcity,CO,,,29387,1.21,93.83,1.53,7.99,25422,10.9,19.75,4.95,65.25,3.74,,,0,0,18,53.67,55,163.99,191,569.5,385,1147.95,1872,5581.73,183,545.65,39,116.29,787.17,7391.62
Edisontownship,NJ,23,20230,88680,5.56,79.49,13.72,4.33,50075,3.46,15.51,4.46,69.26,17.8,191.6,104462.7,2,2.16,0,0,83,89.83,48,51.95,668,722.96,2162,2339.88,390,422.09,13,14.07,143.94,3498.99
SouthDaytonacity,FL,,,12482,3.51,94.86,0.92,2.02,24864,10.34,25.86,6.08,55.56,5.38,,,1,8,7,55.98,11,87.97,39,311.9,183,1463.53,308,2463.21,73,583.81,2,15.99,463.85,4526.55
Paramusborough,NJ,3,55950,25067,0.79,88.23,10.48,3.65,58995,3.04,14.6,3.68,61.02,18.36,,,0,0,3,11.87,24,94.97,76,300.73,241,953.62,2494,9868.63,691,2734.25,18,71.23,407.57,13627.73
Sudburytown,MA,17,68260,14358,1.28,95.51,2.9,0.95,79092,1.53,4.03,2.65,72.4,7.03,,,0,0,0,0,1,6.72,36,241.85,49,329.19,161,1081.63,8,53.75,0,0,248.57,1464.56
Lovelandcity,CO,,,37352,0.3,94.87,0.71,6.77,30548,7.86,15.84,5.03,64.93,1.5,,,0,0,35,77.67,8,17.75,125,277.4,172,381.7,1246,2765.14,55,122.06,12,26.63,372.83,3295.53
Brunswicktown,ME,5,8430,20906,1.9,96.09,1.34,1.38,30896,7.74,16.48,3.88,65.36,2.95,,,0,0,0,0,4,18.96,2,9.48,100,474.09,357,1692.5,5,23.7,3,14.22,28.45,2204.52
PresqueIslecity,ME,3,60825,10550,0.55,97.94,0.56,0.63,23053,12.61,24.36,6.26,62.21,5.45,,,0,0,1,9.96,0,0,8,79.67,25,248.95,298,2967.54,13,129.46,1,9.96,89.62,3355.91
Chanhassencity,MN,19,10918,11732,0.24,97.58,1.66,0.66,52011,1.99,4.18,3.03,81.61,2.01,,,1,6.55,,,1,6.55,8,52.38,40,261.9,203,1329.14,9,58.93,1,6.55,,1656.52
SuisunCitycity,CA,,,22686,14.26,59.55,17.05,16.07,40865,9.37,17.9,7.31,67.79,16.7,,,1,3.64,15,54.55,35,127.29,55,200.02,288,1047.39,503,1829.29,100,363.68,17,61.82,385.5,3302.18
NorthProvidencetown,RI,7,51760,32090,1.04,97.08,1.18,1.78,32321,6.46,29.18,6.12,62.61,7.95,,,0,0,9,27.19,13,39.27,58,175.22,216,652.53,508,1534.65,142,428.98,8,24.17,241.68,2640.32
Carlisleborough,PA,41,11272,18419,5.71,92.18,1.57,1.13,26151,9.85,24.39,3.54,60.18,3.39,,,3,15.78,6,31.57,36,189.4,22,115.75,86,452.46,518,2725.31,29,152.58,7,36.83,352.5,3367.18
Bensalemtownship,PA,17,5616,56788,6.88,88.67,3.66,2.19,38488,5.32,20.07,4.97,69.05,6.37,,,3,5.19,14,24.24,93,161,99,171.39,416,720.18,1656,2866.89,559,967.75,25,43.28,361.82,4598.1
Haywardcity,CA,,,111498,9.83,61.8,15.55,23.92,36058,9.67,23.75,6.11,64.64,21.15,138.6,138001.09,8,6.89,53,45.62,399,343.46,839,722.21,1737,1495.21,4493,3867.57,977,841,55,47.34,1118.18,6251.13
CedarFallscity,IA,,,34298,1.12,96.92,1.41,0.75,28003,16.8,11.5,5.08,61.25,2.55,,,0,0,9,26.42,5,14.68,30,88.07,121,355.22,879,2580.51,32,93.94,,,129.17,
SouthPlainfieldborough,NJ,23,69390,20489,6.33,87.83,4.01,4.42,51198,2.79,19.05,4.53,68.59,10.67,,,1,4.74,4,18.97,28,132.77,20,94.84,121,573.76,825,3911.99,71,336.67,5,23.71,251.32,4846.13
Wheelingvillage,IL,,,29911,1.68,90.12,4.6,8.38,39848,3.22,14.13,2.79,77.56,12.72,,,0,0,,,6,19.57,44,143.5,100,326.14,701,2286.22,28,91.32,5,16.31,,2719.98
Nanticokecity,PA,79,52584,12267,0.16,99.34,0.28,0.64,18974,12.18,38.75,7.49,48.58,1.43,,,0,0,0,0,6,49.99,12,99.98,46,383.27,207,1724.71,9,74.99,2,16.66,149.98,2199.63
Hopkinscity,MN,53,30140,16534,1.54,95.23,2.26,1.16,29584,6.89,13.06,2.2,73.1,4.16,,,0,0,10,62.93,7,44.05,30,188.79,113,711.09,272,1711.66,67,421.62,4,25.17,295.76,2869.55
SouthRiverborough,NJ,23,69420,13692,3.94,93.77,1.15,7.53,37998,6.76,35.42,5.74,61.83,18.7,,,0,0,3,21.54,4,28.72,31,222.57,77,552.84,144,1033.89,22,157.96,0,0,272.83,1744.69
Marlborotownship,NJ,25,44070,27974,3.62,90.11,5.84,2.12,70039,2.77,9.5,3.89,64.55,9.32,,,0,0,3,10.25,4,13.67,42,143.5,93,317.74,374,1277.8,19,64.92,4,13.67,167.41,1674.13
Poughkeepsiecity,NY,27,59641,28844,31.47,65.38,1.52,3.77,27606,14.71,31.55,6.99,59.16,9.98,377.7,813695.12,10,34.03,11,37.43,172,585.33,131,445.81,520,1769.61,1204,4097.33,128,435.6,9,30.63,1102.6,6333.16
HainesCitycity,FL,,,11683,39.57,57.92,0.21,8.29,20347,20.75,46.34,13.21,51.91,4.47,,,2,15.81,5,39.53,34,268.8,96,758.95,290,2292.67,871,6885.92,127,1004.03,9,71.15,1083.09,10253.78
SantaPaulacity,CA,,,25062,0.31,59.28,1.03,58.87,31605,12.15,39.95,7.66,61.27,24.76,,,2,7.75,10,38.73,62,240.1,149,577,517,2002.09,745,2885.02,103,398.87,5,19.36,863.57,5305.35
Rentoncity,WA,,,41688,6.55,83.45,7.74,2.96,32393,7.02,14.49,4.58,69.67,7.82,,,3,6.78,32,72.32,109,246.34,120,271.2,643,1453.21,3093,6990.3,483,1091.6,31,70.06,596.65,9605.17
Portsmouthtown,RI,5,57880,16857,0.9,97.62,1.06,1.04,42474,4.34,13.7,5.48,66.71,2.96,,,0,0,4,23.29,2,11.65,18,104.82,46,267.88,135,786.16,20,116.47,1,5.82,139.76,1176.33
ElizabethCitycity,NC,,,14292,52.11,47.03,0.48,0.7,16305,28.16,35.87,8.38,46.83,0.57,,,3,17.27,8,46.04,35,201.43,98,564,280,1611.42,761,4379.6,29,166.9,6,34.53,828.73,6192.45
Walthamcity,MA,17,72600,57878,3.07,91.37,3.55,5.6,38514,6.51,21.02,6.05,64.88,15.13,259.6,133573.8,0,0,10,18.15,24,43.57,217,393.9,450,816.85,1118,2029.41,176,319.48,0,0,455.62,3165.73
Southingtontown,CT,3,70550,38518,0.91,97.97,0.68,1.32,47106,2.8,20.84,3.83,70.49,6.03,,,0,0,3,7.78,11,28.53,9,23.34,241,624.97,743,1926.77,105,272.29,3,7.78,59.64,2831.8
Monroviacity,CA,,,35761,10.14,69.66,4.53,28.46,35684,12.37,22.7,6.2,65.73,19.76,,,1,2.57,17,43.64,102,261.82,246,631.45,430,1103.75,1105,2836.39,346,888.14,2,5.13,939.47,4833.41
WinterHavencity,FL,,,24725,22.64,76.02,0.56,2.51,23695,13.46,28.73,6.59,49.11,3.96,,,2,7.86,18,70.76,97,381.32,244,959.19,608,2390.13,2053,8070.6,302,1187.2,6,23.59,1419.14,11671.52
EastPointcity,GA,,,34402,66.34,31.63,0.72,1.9,26787,16.88,27.75,8.58,63.19,3.19,,,6,18.03,27,81.13,314,943.48,178,534.84,932,2800.4,2427,7292.45,663,1992.13,23,69.11,1577.48,12154.08
Beaumontcity,TX,,,114323,41.26,54.97,1.67,4.3,24495,21.15,24.84,7.84,56.36,3.23,186.9,96503.9,23,19.63,200,170.67,683,582.83,560,477.87,2610,2227.21,6939,5921.31,1562,1332.91,59,50.35,1250.99,9531.77
